Month,Company,Complaint_count,Untimely_count,Untimely_rate,Previous_6_month_average,Previous_6_month_std,Complaint_growth_percentage,Complaint_z_score,Previous_6_month_complaints,Previous_6_month_untimely,Previous_6_month_untimely_rate,Untimely_rate_change,Monthly_complaint_share
2026-06-01,Servicer under contract with Federal Student Aid,514,497,96.69,531.33,207.1431067321977,-3.26,-0.08,3188.0,3173.0,99.53,-2.84,0.07
2026-06-01,LEXISNEXIS,2984,12,0.4,3048.33,641.6103698247599,-2.11,-0.1,18290.0,165.0,0.9,-0.5,0.38
2026-06-01,"Bread Financial Holdings, Inc.",1049,0,0.0,1058.17,83.75300989616242,-0.87,-0.11,6349.0,0.0,0.0,0.0,0.13
2026-06-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",2146,0,0.0,2166.5,155.8111035837947,-0.95,-0.13,12999.0,112.0,0.86,-0.86,0.27
2026-06-01,TD BANK US HOLDING COMPANY,581,0,0.0,592.0,50.27922035990602,-1.86,-0.22,3552.0,0.0,0.0,0.0,0.07
2026-06-01,ALLY FINANCIAL INC.,542,0,0.0,550.5,36.00416642556804,-1.54,-0.24,3303.0,0.0,0.0,0.0,0.07
2026-06-01,"Fidelity National Information Services, Inc. (FNIS)",654,0,0.0,666.17,46.75218354971916,-1.83,-0.26,3997.0,0.0,0.0,0.0,0.08
2026-06-01,BARCLAYS BANK DELAWARE,493,0,0.0,507.5,46.90309158253867,-2.86,-0.31,3045.0,0.0,0.0,0.0,0.06
2026-06-01,TRANSWORLD SYSTEMS INC,446,1,0.22,463.0,31.38789575616696,-3.67,-0.54,2778.0,1.0,0.04,0.19,0.06
2026-06-01,OneMain Finance Corporation,347,0,0.0,367.83,30.960727812289125,-5.66,-0.67,2207.0,0.0,0.0,0.0,0.04
2026-06-01,"National Credit Systems,Inc.",656,0,0.0,729.17,83.01184654413258,-10.03,-0.88,4375.0,7.0,0.16,-0.16,0.08
2026-06-01,AMERICAN EXPRESS COMPANY,995,0,0.0,1056.0,62.58434308994608,-5.78,-0.97,6336.0,123.0,1.94,-1.94,0.13
2026-06-01,GOLDMAN SACHS BANK USA,513,0,0.0,595.67,72.22926461391314,-13.88,-1.14,3574.0,2.0,0.06,-0.06,0.07
2026-06-01,WELLS FARGO & COMPANY,1912,1,0.05,2124.33,171.5769992355234,-10.0,-1.24,12746.0,2.0,0.02,0.04,0.24
2026-06-01,SYNCHRONY FINANCIAL,1442,0,0.0,1553.0,89.44271909999142,-7.15,-1.24,9318.0,460.0,4.94,-4.94,0.18
2026-06-01,DISCOVER BANK,0,0,0.0,427.83,336.43567983593323,-100.0,-1.27,2567.0,0.0,0.0,0.0,0.0
2026-06-01,"Westlake Services, LLC",348,0,0.0,429.33,51.666881719982555,-18.94,-1.57,2576.0,0.0,0.0,0.0,0.04
2026-06-01,"CCS Financial Services, Inc.",799,0,0.0,1079.83,178.2160673639349,-26.01,-1.58,6479.0,6.0,0.09,-0.09,0.1
2026-06-01,"Early Warning Services, LLC",461,0,0.0,542.67,49.15553546312631,-15.05,-1.66,3256.0,0.0,0.0,0.0,0.06
2026-06-01,"Nelnet, Inc.",578,0,0.0,664.67,51.34458751092135,-13.04,-1.69,3988.0,5.0,0.13,-0.13,0.07
2026-06-01,CREDIT ACCEPTANCE CORPORATION,258,1,0.39,319.33,35.98703470232948,-19.21,-1.7,1916.0,3.0,0.16,0.23,0.03
2026-06-01,NAVY FEDERAL CREDIT UNION,895,0,0.0,985.67,49.053712057974444,-9.2,-1.85,5914.0,0.0,0.0,0.0,0.11
2026-06-01,"Maximus Federal Services, Inc.",325,0,0.0,398.0,22.618576436195028,-18.34,-3.23,2388.0,0.0,0.0,0.0,0.04
